date,Occurence_in_News,Occurence_in_Google,Occurence_in_Google_normalized
2021-12-23,0,30,0.3
2021-12-24,0,36,0.36
2021-12-25,0,45,0.45
2021-12-26,0,61,0.61
2021-12-27,0,66,0.66
2021-12-28,2,46,0.46
2021-12-29,2,56,0.56
2021-12-30,0,32,0.32
2021-12-31,2,37,0.37
2022-01-01,0,58,0.58
2022-01-02,1,61,0.61
2022-01-03,0,96,0.96
2022-01-04,0,81,0.81
2022-01-05,0,56,0.56
2022-01-06,0,67,0.67
2022-01-07,1,62,0.62
2022-01-08,0,80,0.8
2022-01-09,1,80,0.8
2022-01-10,0,60,0.6
2022-01-11,5,47,0.47
2022-01-12,4,69,0.69
2022-01-13,5,43,0.43
2022-01-14,2,70,0.7
2022-01-15,0,51,0.51
2022-01-16,4,57,0.57
2022-01-17,1,59,0.59
2022-01-18,1,65,0.65
2022-01-19,1,43,0.43
2022-01-20,1,59,0.59
2022-01-21,2,53,0.53
2022-01-22,0,35,0.35
2022-01-23,0,57,0.57
2022-01-24,0,46,0.46
2022-01-25,1,54,0.54
2022-01-26,0,61,0.61
2022-01-27,2,54,0.54
2022-01-28,0,57,0.57
2022-01-29,0,45,0.45
2022-01-30,3,86,0.86
2022-01-31,2,88,0.88
2022-02-01,0,65,0.65
2022-02-02,2,70,0.7
2022-02-03,2,51,0.51
2022-02-04,0,54,0.54
2022-02-05,0,42,0.42
2022-02-06,0,69,0.69
2022-02-07,0,71,0.71
2022-02-08,0,67,0.67
2022-02-09,0,49,0.49
2022-02-10,0,52,0.52
2022-02-11,0,53,0.53
2022-02-12,2,37,0.37
2022-02-13,1,0,
2021-11-07,0,41,0.41
2021-11-08,0,26,0.26
2021-11-09,1,45,0.45
2021-11-10,1,33,0.33
2021-11-11,0,29,0.29
2021-11-12,1,31,0.31
2021-11-13,0,37,0.37
2021-11-14,0,37,0.37
2021-11-15,0,42,0.42
2021-11-16,3,29,0.29
2021-11-17,3,41,0.41
2021-11-18,4,23,0.23
2021-11-19,2,38,0.38
2021-11-20,1,32,0.32
2021-11-21,1,30,0.3
2021-11-22,2,36,0.36
2021-11-23,1,33,0.33
2021-11-24,1,42,0.42
2021-11-25,1,46,0.46
2021-11-26,3,36,0.36
2021-11-27,3,38,0.38
2021-11-28,1,30,0.3
2021-11-29,1,30,0.3
2021-11-30,2,27,0.27
2021-12-01,1,27,0.27
2021-12-02,1,34,0.34
2021-12-03,1,33,0.33
2021-12-04,1,35,0.35
2021-12-05,0,40,0.4
2021-12-06,0,28,0.28
2021-12-07,1,35,0.35
2021-12-08,1,31,0.31
2021-12-09,0,29,0.29
2021-12-10,2,34,0.34
2021-12-11,0,40,0.4
2021-12-12,0,36,0.36
2021-12-13,0,29,0.29
2021-12-14,0,47,0.47
2021-12-15,1,48,0.48
2021-12-16,1,32,0.32
2021-12-17,3,42,0.42
2021-12-18,1,33,0.33
2021-12-19,1,25,0.25
2021-12-20,2,28,0.28
2021-12-21,0,28,0.28
2021-12-22,0,22,0.22
2021-12-23,2,30,0.3
2021-12-24,0,27,0.27
2021-12-25,0,45,0.45
2021-12-26,1,34,0.34
2021-12-27,3,33,0.33
2021-12-28,2,27,0.27
2021-12-29,1,29,0.29
2021-12-30,5,29,0.29
2021-12-31,2,32,0.32
2022-01-01,1,39,0.39
2022-01-02,0,28,0.28
2022-01-03,0,33,0.33
2022-01-04,1,27,0.27
2022-01-05,1,33,0.33
2022-01-06,2,25,0.25
2022-01-07,1,42,0.42
2022-01-08,0,37,0.37
2022-01-09,1,45,0.45
2022-01-10,3,38,0.38
2022-01-11,4,39,0.39
2022-01-12,2,29,0.29
2022-01-13,2,41,0.41
2022-01-14,2,31,0.31
2022-01-15,1,100,1.0
2022-01-16,1,29,0.29
2022-01-17,2,22,0.22
2022-01-18,0,29,0.29
2022-01-19,1,32,0.32
2022-01-20,4,33,0.33
2022-01-21,1,53,0.53
2022-01-22,1,42,0.42
2022-01-23,1,34,0.34
2022-01-24,0,36,0.36
2022-01-25,2,28,0.28
2022-01-26,1,65,0.65
2022-01-27,0,40,0.4
2022-01-28,2,43,0.43
2022-01-29,1,44,0.44
2022-01-30,0,49,0.49
2022-01-31,1,28,0.28
2022-02-01,1,29,0.29
2022-02-02,0,39,0.39
2022-02-03,2,25,0.25
2022-02-04,0,43,0.43
2022-02-05,0,42,0.42
2022-02-06,1,29,0.29
2022-02-07,1,39,0.39
2022-02-08,0,38,0.38
2022-02-09,0,44,0.44
2022-02-10,0,39,0.39
2022-02-11,0,43,0.43
2022-02-12,1,39,0.39
2022-02-13,2,0,
2021-11-07,0,92,0.92
2021-11-08,1,76,0.76
2021-11-09,0,76,0.76
2021-11-10,0,84,0.84
2021-11-11,0,70,0.7
2021-11-12,0,90,0.9
2021-11-13,0,84,0.84
2021-11-14,0,80,0.8
2021-11-15,0,79,0.79
2021-11-16,1,72,0.72
2021-11-17,0,87,0.87
2021-11-18,1,86,0.86
2021-11-19,0,77,0.77
2021-11-20,2,68,0.68
2021-11-21,1,82,0.82
2021-11-22,2,81,0.81
2021-11-23,2,86,0.86
2021-11-24,1,80,0.8
2021-11-25,2,79,0.79
2021-11-26,2,77,0.77
2021-11-27,0,71,0.71
2021-11-28,1,74,0.74
2021-11-29,1,83,0.83
2021-11-30,0,90,0.9
2021-12-01,0,77,0.77
2021-12-02,3,86,0.86
2021-12-03,0,78,0.78
2021-12-04,0,83,0.83
2021-12-05,1,88,0.88
2021-12-06,1,80,0.8
2021-12-07,2,80,0.8
2021-12-08,0,78,0.78
2021-12-09,1,82,0.82
2021-12-10,1,79,0.79
2021-12-11,0,79,0.79
2021-12-12,0,100,1.0
2021-12-13,1,87,0.87
2021-12-14,0,84,0.84
2021-12-15,0,83,0.83
2021-12-16,1,84,0.84
2021-12-17,2,68,0.68
2021-12-18,0,70,0.7
2021-12-19,2,81,0.81
2021-12-20,0,76,0.76
2021-12-21,1,79,0.79
2021-12-22,1,74,0.74
2021-12-23,0,75,0.75
2021-12-24,0,70,0.7
2021-12-25,0,68,0.68
2021-12-26,1,78,0.78
2021-12-27,4,64,0.64
2021-12-28,3,67,0.67
2021-12-29,1,79,0.79
2021-12-30,2,76,0.76
2021-12-31,3,70,0.7
2022-01-01,2,71,0.71
2022-01-02,2,99,0.99
2022-01-03,0,73,0.73
2022-01-04,0,74,0.74
2022-01-05,0,77,0.77
2022-01-06,0,92,0.92
2022-01-07,0,77,0.77
2022-01-08,0,84,0.84
2022-01-09,3,77,0.77
2022-01-10,1,75,0.75
2022-01-11,5,76,0.76
2022-01-12,1,77,0.77
2022-01-13,2,72,0.72
2022-01-14,3,66,0.66
2022-01-15,0,92,0.92
2022-01-16,4,81,0.81
2022-01-17,1,76,0.76
2022-01-18,4,78,0.78
2022-01-19,5,87,0.87
2022-01-20,2,79,0.79
2022-01-21,1,85,0.85
2022-01-22,1,77,0.77
2022-01-23,1,92,0.92
2022-01-24,1,83,0.83
2022-01-25,6,89,0.89
2022-01-26,2,85,0.85
2022-01-27,6,81,0.81
2022-01-28,1,74,0.74
2022-01-29,0,87,0.87
2022-01-30,0,80,0.8
2022-01-31,4,95,0.95
2022-02-01,2,77,0.77
2022-02-02,3,80,0.8
2022-02-03,2,77,0.77
2022-02-04,1,70,0.7
2022-02-05,1,77,0.77
2022-02-06,0,85,0.85
2022-02-07,0,78,0.78
2022-02-08,3,72,0.72
2022-02-09,0,78,0.78
2022-02-10,3,76,0.76
2022-02-11,1,83,0.83
2022-02-12,2,65,0.65
2022-02-13,0,0,
2021-11-07,0,100,1.0
2021-11-08,0,74,0.74
2021-11-09,0,80,0.8
2021-11-10,0,82,0.82
2021-11-11,0,84,0.84
2021-11-12,0,75,0.75
2021-11-13,0,89,0.89
2021-11-14,1,99,0.99
2021-11-15,1,90,0.9
2021-11-16,1,76,0.76
2021-11-17,0,90,0.9
2021-11-18,0,72,0.72
2021-11-19,0,83,0.83
2021-11-20,0,80,0.8
2021-11-21,1,85,0.85
2021-11-22,2,93,0.93
2021-11-23,0,89,0.89
2021-11-24,2,81,0.81
2021-11-25,2,82,0.82
2021-11-26,3,83,0.83
2021-11-27,2,74,0.74
2021-11-28,3,79,0.79
2021-11-29,4,79,0.79
2021-11-30,0,89,0.89
2021-12-01,4,79,0.79
2021-12-02,2,82,0.82
2021-12-03,2,74,0.74
2021-12-04,0,100,1.0
2021-12-05,0,86,0.86
2021-12-06,0,77,0.77
2021-12-07,0,85,0.85
2021-12-08,0,80,0.8
2021-12-09,0,80,0.8
2021-12-10,0,81,0.81
2021-12-11,1,71,0.71
2021-12-12,2,90,0.9
2021-12-13,3,92,0.92
2021-12-14,0,89,0.89
2021-12-15,0,71,0.71
2021-12-16,3,80,0.8
2021-12-17,2,80,0.8
2021-12-18,1,86,0.86
2021-12-19,2,75,0.75
2021-12-20,1,72,0.72
2021-12-21,1,67,0.67
2021-12-22,4,64,0.64
2021-12-23,1,81,0.81
2021-12-24,0,60,0.6
2021-12-25,0,85,0.85
2021-12-26,0,75,0.75
2021-12-27,5,74,0.74
2021-12-28,0,82,0.82
2021-12-29,4,75,0.75
2021-12-30,1,72,0.72
2021-12-31,1,56,0.56
2022-01-01,1,75,0.75
2022-01-02,0,78,0.78
2022-01-03,0,83,0.83
2022-01-04,0,86,0.86
2022-01-05,0,81,0.81
2022-01-06,0,79,0.79
2022-01-07,0,78,0.78
2022-01-08,1,83,0.83
2022-01-09,4,85,0.85
2022-01-10,1,81,0.81
2022-01-11,5,89,0.89
2022-01-12,2,83,0.83
2022-01-13,11,80,0.8
2022-01-14,6,80,0.8
2022-01-15,4,75,0.75
2022-01-16,2,75,0.75
2022-01-17,3,81,0.81
2022-01-18,5,82,0.82
2022-01-19,4,76,0.76
2022-01-20,11,78,0.78
2022-01-21,11,78,0.78
2022-01-22,1,75,0.75
2022-01-23,1,75,0.75
2022-01-24,3,85,0.85
2022-01-25,8,73,0.73
2022-01-26,2,79,0.79
2022-01-27,1,84,0.84
2022-01-28,4,83,0.83
2022-01-29,3,85,0.85
2022-01-30,3,84,0.84
2022-01-31,6,91,0.91
2022-02-01,7,78,0.78
2022-02-02,6,84,0.84
2022-02-03,2,81,0.81
2022-02-04,1,72,0.72
2022-02-05,1,75,0.75
2022-02-06,5,71,0.71
2022-02-07,3,82,0.82
2022-02-08,2,76,0.76
2022-02-09,2,76,0.76
2022-02-10,1,75,0.75
2022-02-11,0,79,0.79
2022-02-12,0,74,0.74
2022-02-13,1,0,
2021-11-07,0,75,0.75
2021-11-08,0,82,0.82
2021-11-09,0,80,0.8
2021-11-10,0,83,0.83
2021-11-11,0,76,0.76
2021-11-12,0,69,0.69
2021-11-13,0,76,0.76
2021-11-14,1,81,0.81
2021-11-15,0,74,0.74
2021-11-16,0,77,0.77
2021-11-17,0,73,0.73
2021-11-18,1,89,0.89
2021-11-19,0,79,0.79
2021-11-20,0,66,0.66
2021-11-21,0,76,0.76
2021-11-22,0,72,0.72
2021-11-23,0,77,0.77
2021-11-24,0,85,0.85
2021-11-25,0,71,0.71
2021-11-26,0,72,0.72
2021-11-27,3,85,0.85
2021-11-28,1,70,0.7
2021-11-29,1,83,0.83
2021-11-30,0,79,0.79
2021-12-01,1,84,0.84
2021-12-02,0,74,0.74
2021-12-03,1,73,0.73
2021-12-04,1,72,0.72
2021-12-05,0,65,0.65
2021-12-06,0,71,0.71
2021-12-07,1,79,0.79
2021-12-08,0,68,0.68
2021-12-09,0,73,0.73
2021-12-10,0,79,0.79
2021-12-11,1,76,0.76
2021-12-12,0,64,0.64
2021-12-13,0,77,0.77
2021-12-14,0,70,0.7
2021-12-15,0,83,0.83
2021-12-16,0,71,0.71
2021-12-17,3,100,1.0
2021-12-18,2,68,0.68
2021-12-19,0,58,0.58
2021-12-20,2,66,0.66
2021-12-21,0,62,0.62
2021-12-22,0,70,0.7
2021-12-23,1,56,0.56
2021-12-24,0,38,0.38
2021-12-25,0,46,0.46
2021-12-26,0,49,0.49
2021-12-27,2,66,0.66
2021-12-28,1,73,0.73
2021-12-29,0,65,0.65
2021-12-30,1,63,0.63
2021-12-31,0,51,0.51
2022-01-01,0,53,0.53
2022-01-02,1,64,0.64
2022-01-03,0,79,0.79
2022-01-04,0,66,0.66
2022-01-05,0,71,0.71
2022-01-06,0,64,0.64
2022-01-07,0,64,0.64
2022-01-08,1,56,0.56
2022-01-09,2,69,0.69
2022-01-10,1,84,0.84
2022-01-11,1,77,0.77
2022-01-12,1,68,0.68
2022-01-13,2,75,0.75
2022-01-14,1,61,0.61
2022-01-15,0,55,0.55
2022-01-16,4,82,0.82
2022-01-17,1,76,0.76
2022-01-18,1,66,0.66
2022-01-19,2,65,0.65
2022-01-20,2,63,0.63
2022-01-21,2,71,0.71
2022-01-22,1,67,0.67
2022-01-23,4,56,0.56
2022-01-24,0,66,0.66
2022-01-25,0,63,0.63
2022-01-26,0,60,0.6
2022-01-27,3,64,0.64
2022-01-28,2,59,0.59
2022-01-29,0,67,0.67
2022-01-30,0,67,0.67
2022-01-31,0,76,0.76
2022-02-01,0,66,0.66
2022-02-02,3,59,0.59
2022-02-03,3,61,0.61
2022-02-04,1,71,0.71
2022-02-05,0,60,0.6
2022-02-06,2,72,0.72
2022-02-07,0,68,0.68
2022-02-08,0,77,0.77
2022-02-09,0,57,0.57
2022-02-10,1,64,0.64
2022-02-11,3,74,0.74
2022-02-12,0,53,0.53
2022-02-13,2,0,
2021-11-07,0,98,0.98
2021-11-08,0,96,0.96
2021-11-09,0,98,0.98
2021-11-10,0,96,0.96
2021-11-11,0,84,0.84
2021-11-12,1,91,0.91
2021-11-13,0,89,0.89
2021-11-14,1,95,0.95
2021-11-15,0,97,0.97
2021-11-16,2,96,0.96
2021-11-17,0,98,0.98
2021-11-18,0,97,0.97
2021-11-19,0,90,0.9
2021-11-20,0,81,0.81
2021-11-21,0,92,0.92
2021-11-22,0,97,0.97
2021-11-23,0,94,0.94
2021-11-24,3,93,0.93
2021-11-25,0,84,0.84
2021-11-26,0,81,0.81
2021-11-27,0,87,0.87
2021-11-28,0,91,0.91
2021-11-29,0,94,0.94
2021-11-30,0,94,0.94
2021-12-01,1,88,0.88
2021-12-02,0,90,0.9
2021-12-03,0,93,0.93
2021-12-04,0,87,0.87
2021-12-05,1,91,0.91
2021-12-06,0,95,0.95
2021-12-07,0,92,0.92
2021-12-08,0,90,0.9
2021-12-09,2,95,0.95
2021-12-10,1,89,0.89
2021-12-11,1,89,0.89
2021-12-12,0,85,0.85
2021-12-13,1,94,0.94
2021-12-14,0,92,0.92
2021-12-15,1,92,0.92
2021-12-16,0,86,0.86
2021-12-17,0,77,0.77
2021-12-18,0,82,0.82
2021-12-19,1,87,0.87
2021-12-20,3,82,0.82
2021-12-21,0,77,0.77
2021-12-22,0,78,0.78
2021-12-23,0,76,0.76
2021-12-24,0,74,0.74
2021-12-25,0,73,0.73
2021-12-26,0,78,0.78
2021-12-27,7,79,0.79
2021-12-28,1,76,0.76
2021-12-29,3,79,0.79
2021-12-30,3,75,0.75
2021-12-31,2,74,0.74
2022-01-01,0,73,0.73
2022-01-02,0,84,0.84
2022-01-03,0,84,0.84
2022-01-04,0,85,0.85
2022-01-05,0,87,0.87
2022-01-06,0,84,0.84
2022-01-07,2,88,0.88
2022-01-08,0,87,0.87
2022-01-09,0,92,0.92
2022-01-10,2,87,0.87
2022-01-11,2,83,0.83
2022-01-12,2,91,0.91
2022-01-13,3,93,0.93
2022-01-14,0,89,0.89
2022-01-15,0,84,0.84
2022-01-16,0,90,0.9
2022-01-17,2,92,0.92
2022-01-18,1,89,0.89
2022-01-19,3,91,0.91
2022-01-20,1,93,0.93
2022-01-21,0,89,0.89
2022-01-22,0,89,0.89
2022-01-23,0,93,0.93
2022-01-24,0,97,0.97
2022-01-25,0,100,1.0
2022-01-26,0,94,0.94
2022-01-27,1,95,0.95
2022-01-28,1,88,0.88
2022-01-29,0,94,0.94
2022-01-30,0,94,0.94
2022-01-31,0,94,0.94
2022-02-01,3,87,0.87
2022-02-02,0,92,0.92
2022-02-03,1,93,0.93
2022-02-04,1,90,0.9
2022-02-05,0,95,0.95
2022-02-06,0,92,0.92
2022-02-07,1,95,0.95
2022-02-08,0,94,0.94
2022-02-09,0,90,0.9
2022-02-10,0,94,0.94
2022-02-11,2,88,0.88
2022-02-12,0,87,0.87
2022-02-13,0,0,
2021-11-07,0,89,0.89
2021-11-08,1,81,0.81
2021-11-09,0,78,0.78
2021-11-10,1,73,0.73
2021-11-11,1,72,0.72
2021-11-12,0,76,0.76
2021-11-13,1,81,0.81
2021-11-14,1,93,0.93
2021-11-15,3,89,0.89
2021-11-16,2,73,0.73
2021-11-17,3,79,0.79
2021-11-18,0,74,0.74
2021-11-19,0,76,0.76
2021-11-20,0,77,0.77
2021-11-21,0,91,0.91
2021-11-22,1,81,0.81
2021-11-23,2,80,0.8
2021-11-24,1,83,0.83
2021-11-25,8,84,0.84
2021-11-26,4,81,0.81
2021-11-27,0,87,0.87
2021-11-28,1,96,0.96
2021-11-29,2,82,0.82
2021-11-30,2,83,0.83
2021-12-01,0,87,0.87
2021-12-02,3,84,0.84
2021-12-03,1,80,0.8
2021-12-04,1,99,0.99
2021-12-05,0,100,1.0
2021-12-06,3,83,0.83
2021-12-07,0,86,0.86
2021-12-08,2,86,0.86
2021-12-09,2,85,0.85
2021-12-10,2,83,0.83
2021-12-11,0,86,0.86
2021-12-12,5,96,0.96
2021-12-13,2,87,0.87
2021-12-14,2,84,0.84
2021-12-15,2,76,0.76
2021-12-16,5,67,0.67
2021-12-17,6,69,0.69
2021-12-18,0,74,0.74
2021-12-19,1,75,0.75
2021-12-20,5,65,0.65
2021-12-21,1,62,0.62
2021-12-22,2,59,0.59
2021-12-23,3,57,0.57
2021-12-24,1,48,0.48
2021-12-25,5,59,0.59
2021-12-26,0,60,0.6
2021-12-27,9,64,0.64
2021-12-28,3,63,0.63
2021-12-29,4,61,0.61
2021-12-30,3,62,0.62
2021-12-31,0,46,0.46
2022-01-01,0,53,0.53
2022-01-02,1,65,0.65
2022-01-03,1,64,0.64
2022-01-04,1,62,0.62
2022-01-05,0,63,0.63
2022-01-06,0,64,0.64
2022-01-07,1,62,0.62
2022-01-08,2,64,0.64
2022-01-09,1,75,0.75
2022-01-10,3,61,0.61
2022-01-11,5,64,0.64
2022-01-12,8,62,0.62
2022-01-13,3,65,0.65
2022-01-14,4,64,0.64
2022-01-15,1,66,0.66
2022-01-16,1,74,0.74
2022-01-17,4,63,0.63
2022-01-18,8,65,0.65
2022-01-19,2,64,0.64
2022-01-20,5,61,0.61
2022-01-21,7,63,0.63
2022-01-22,1,68,0.68
2022-01-23,0,73,0.73
2022-01-24,4,64,0.64
2022-01-25,2,62,0.62
2022-01-26,6,63,0.63
2022-01-27,5,61,0.61
2022-01-28,5,64,0.64
2022-01-29,0,70,0.7
2022-01-30,2,74,0.74
2022-01-31,5,71,0.71
2022-02-01,1,67,0.67
2022-02-02,3,67,0.67
2022-02-03,1,66,0.66
2022-02-04,1,65,0.65
2022-02-05,1,62,0.62
2022-02-06,0,72,0.72
2022-02-07,2,65,0.65
2022-02-08,1,65,0.65
2022-02-09,1,67,0.67
2022-02-10,1,66,0.66
2022-02-11,1,65,0.65
2022-02-12,0,68,0.68
2022-02-13,1,0,
2021-11-07,0,39,0.39
2021-11-08,0,26,0.26
2021-11-09,0,28,0.28
2021-11-10,1,27,0.27
2021-11-11,0,23,0.23
2021-11-12,0,22,0.22
2021-11-13,0,31,0.31
2021-11-14,0,39,0.39
2021-11-15,0,25,0.25
2021-11-16,0,20,0.2
2021-11-17,0,26,0.26
2021-11-18,0,22,0.22
2021-11-19,0,24,0.24
2021-11-20,0,30,0.3
2021-11-21,0,37,0.37
2021-11-22,0,22,0.22
2021-11-23,0,20,0.2
2021-11-24,0,23,0.23
2021-11-25,2,26,0.26
2021-11-26,1,20,0.2
2021-11-27,0,32,0.32
2021-11-28,0,35,0.35
2021-11-29,0,21,0.21
2021-11-30,0,23,0.23
2021-12-01,0,32,0.32
2021-12-02,0,23,0.23
2021-12-03,0,23,0.23
2021-12-04,0,32,0.32
2021-12-05,0,34,0.34
2021-12-06,0,25,0.25
2021-12-07,0,27,0.27
2021-12-08,0,26,0.26
2021-12-09,0,25,0.25
2021-12-10,2,27,0.27
2021-12-11,2,25,0.25
2021-12-12,1,42,0.42
2021-12-13,0,31,0.31
2021-12-14,0,29,0.29
2021-12-15,0,30,0.3
2021-12-16,0,28,0.28
2021-12-17,2,28,0.28
2021-12-18,0,30,0.3
2021-12-19,0,51,0.51
2021-12-20,0,33,0.33
2021-12-21,0,31,0.31
2021-12-22,0,30,0.3
2021-12-23,0,43,0.43
2021-12-24,1,100,1.0
2021-12-25,3,37,0.37
2021-12-26,1,27,0.27
2021-12-27,0,18,0.18
2021-12-28,0,22,0.22
2021-12-29,1,19,0.19
2021-12-30,1,17,0.17
2021-12-31,1,25,0.25
2022-01-01,0,31,0.31
2022-01-02,0,27,0.27
2022-01-03,1,21,0.21
2022-01-04,0,24,0.24
2022-01-05,1,23,0.23
2022-01-06,0,25,0.25
2022-01-07,0,23,0.23
2022-01-08,0,26,0.26
2022-01-09,0,25,0.25
2022-01-10,0,17,0.17
2022-01-11,1,17,0.17
2022-01-12,0,18,0.18
2022-01-13,0,24,0.24
2022-01-14,0,21,0.21
2022-01-15,0,22,0.22
2022-01-16,2,31,0.31
2022-01-17,2,20,0.2
2022-01-18,3,21,0.21
2022-01-19,4,17,0.17
2022-01-20,6,27,0.27
2022-01-21,9,29,0.29
2022-01-22,0,30,0.3
2022-01-23,0,33,0.33
2022-01-24,4,33,0.33
2022-01-25,2,24,0.24
2022-01-26,3,28,0.28
2022-01-27,3,29,0.29
2022-01-28,4,22,0.22
2022-01-29,1,26,0.26
2022-01-30,5,38,0.38
2022-01-31,3,25,0.25
2022-02-01,0,24,0.24
2022-02-02,1,23,0.23
2022-02-03,2,25,0.25
2022-02-04,3,22,0.22
2022-02-05,0,26,0.26
2022-02-06,1,30,0.3
2022-02-07,1,21,0.21
2022-02-08,1,23,0.23
2022-02-09,0,24,0.24
2022-02-10,0,21,0.21
2022-02-11,0,19,0.19
2022-02-12,0,22,0.22
2022-02-13,0,0,
2021-11-07,0,24,0.24
2021-11-08,0,34,0.34
2021-11-09,0,42,0.42
2021-11-10,0,54,0.54
2021-11-11,0,76,0.76
2021-11-12,0,52,0.52
2021-11-13,0,43,0.43
2021-11-14,0,43,0.43
2021-11-15,1,60,0.6
2021-11-16,1,38,0.38
2021-11-17,0,49,0.49
2021-11-18,0,97,0.97
2021-11-19,0,56,0.56
2021-11-20,0,90,0.9
2021-11-21,0,37,0.37
2021-11-22,0,58,0.58
2021-11-23,1,78,0.78
2021-11-24,0,33,0.33
2021-11-25,0,77,0.77
2021-11-26,0,54,0.54
2021-11-27,0,19,0.19
2021-11-28,0,23,0.23
2021-11-29,1,81,0.81
2021-11-30,0,65,0.65
2021-12-01,0,52,0.52
2021-12-02,0,42,0.42
2021-12-03,1,30,0.3
2021-12-04,0,27,0.27
2021-12-05,0,23,0.23
2021-12-06,0,33,0.33
2021-12-07,1,58,0.58
2021-12-08,0,85,0.85
2021-12-09,1,43,0.43
2021-12-10,0,9,0.09
2021-12-11,0,24,0.24
2021-12-12,0,43,0.43
2021-12-13,0,47,0.47
2021-12-14,0,51,0.51
2021-12-15,0,64,0.64
2021-12-16,0,60,0.6
2021-12-17,0,51,0.51
2021-12-18,0,51,0.51
2021-12-19,0,66,0.66
2021-12-20,2,36,0.36
2021-12-21,2,40,0.4
2021-12-22,2,36,0.36
2021-12-23,0,19,0.19
2021-12-24,1,31,0.31
2021-12-25,0,28,0.28
2021-12-26,0,21,0.21
2021-12-27,0,36,0.36
2021-12-28,0,41,0.41
2021-12-29,0,32,0.32
2021-12-30,0,47,0.47
2021-12-31,0,35,0.35
2022-01-01,0,26,0.26
2022-01-02,0,54,0.54
2022-01-03,0,48,0.48
2022-01-04,0,39,0.39
2022-01-05,0,66,0.66
2022-01-06,0,43,0.43
2022-01-07,0,45,0.45
2022-01-08,0,58,0.58
2022-01-09,0,48,0.48
2022-01-10,6,84,0.84
2022-01-11,3,100,1.0
2022-01-12,1,79,0.79
2022-01-13,1,51,0.51
2022-01-14,1,63,0.63
2022-01-15,0,19,0.19
2022-01-16,0,68,0.68
2022-01-17,0,43,0.43
2022-01-18,1,59,0.59
2022-01-19,6,80,0.8
2022-01-20,4,49,0.49
2022-01-21,1,67,0.67
2022-01-22,1,55,0.55
2022-01-23,0,73,0.73
2022-01-24,2,79,0.79
2022-01-25,4,94,0.94
2022-01-26,2,79,0.79
2022-01-27,2,66,0.66
2022-01-28,0,76,0.76
2022-01-29,1,30,0.3
2022-01-30,1,50,0.5
2022-01-31,0,54,0.54
2022-02-01,5,79,0.79
2022-02-02,0,57,0.57
2022-02-03,3,57,0.57
2022-02-04,1,14,0.14
2022-02-05,0,35,0.35
2022-02-06,0,60,0.6
2022-02-07,2,66,0.66
2022-02-08,0,43,0.43
2022-02-09,0,57,0.57
2022-02-10,0,89,0.89
2022-02-11,0,36,0.36
2022-02-12,0,20,0.2
2022-02-13,0,0,
2021-11-07,0,42,0.42
2021-11-08,0,57,0.57
2021-11-09,0,40,0.4
2021-11-10,0,65,0.65
2021-11-11,0,46,0.46
2021-11-12,0,59,0.59
2021-11-13,1,30,0.3
2021-11-14,0,55,0.55
2021-11-15,0,74,0.74
2021-11-16,0,52,0.52
2021-11-17,1,67,0.67
2021-11-18,2,61,0.61
2021-11-19,0,70,0.7
2021-11-20,0,54,0.54
2021-11-21,1,61,0.61
2021-11-22,2,71,0.71
2021-11-23,1,69,0.69
2021-11-24,0,78,0.78
2021-11-25,1,100,1.0
2021-11-26,4,81,0.81
2021-11-27,1,43,0.43
2021-11-28,4,48,0.48
2021-11-29,2,65,0.65
2021-11-30,0,72,0.72
2021-12-01,0,69,0.69
2021-12-02,1,65,0.65
2021-12-03,1,55,0.55
2021-12-04,1,45,0.45
2021-12-05,0,47,0.47
2021-12-06,0,66,0.66
2021-12-07,1,61,0.61
2021-12-08,0,75,0.75
2021-12-09,0,62,0.62
2021-12-10,0,53,0.53
2021-12-11,0,33,0.33
2021-12-12,0,40,0.4
2021-12-13,0,53,0.53
2021-12-14,0,73,0.73
2021-12-15,0,69,0.69
2021-12-16,0,45,0.45
2021-12-17,1,43,0.43
2021-12-18,1,16,0.16
2021-12-19,0,29,0.29
2021-12-20,1,45,0.45
2021-12-21,0,51,0.51
2021-12-22,0,49,0.49
2021-12-23,0,39,0.39
2021-12-24,0,22,0.22
2021-12-25,0,18,0.18
2021-12-26,0,38,0.38
2021-12-27,3,57,0.57
2021-12-28,0,40,0.4
2021-12-29,0,38,0.38
2021-12-30,1,41,0.41
2021-12-31,1,29,0.29
2022-01-01,1,16,0.16
2022-01-02,0,21,0.21
2022-01-03,0,46,0.46
2022-01-04,0,59,0.59
2022-01-05,0,55,0.55
2022-01-06,1,36,0.36
2022-01-07,0,44,0.44
2022-01-08,0,50,0.5
2022-01-09,0,46,0.46
2022-01-10,3,44,0.44
2022-01-11,1,67,0.67
2022-01-12,1,69,0.69
2022-01-13,2,65,0.65
2022-01-14,5,54,0.54
2022-01-15,1,27,0.27
2022-01-16,1,41,0.41
2022-01-17,2,87,0.87
2022-01-18,4,77,0.77
2022-01-19,1,81,0.81
2022-01-20,2,87,0.87
2022-01-21,2,84,0.84
2022-01-22,2,49,0.49
2022-01-23,2,38,0.38
2022-01-24,0,56,0.56
2022-01-25,1,51,0.51
2022-01-26,1,43,0.43
2022-01-27,0,60,0.6
2022-01-28,2,59,0.59
2022-01-29,0,39,0.39
2022-01-30,0,47,0.47
2022-01-31,2,44,0.44
2022-02-01,2,50,0.5
